key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
width,4,width=4,An OSM width tag with value '4' used to describe width features,Una etiqueta OSM width amb valor '4' utilitzada per descriure característiques width,Una etiqueta OSM width con valor '4' utilizada para describir características width,241552,0.0,929,0.0,240533,0.0002,90,0.0,No,0
golf,hole,golf=hole,An OSM golf tag with value 'hole' used to describe golf features,Una etiqueta OSM golf amb valor 'hole' utilitzada per descriure característiques golf,Una etiqueta OSM golf con valor 'hole' utilizada para describir características golf,241419,0.0,156,0.0,241094,0.0002,169,0.0,Yes,9
addr:housenumber,82,addr:housenumber=82,An OSM addr:housenumber tag with value '82' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '82' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '82' utilizada para describir características addr:housenumber,240276,0.0,120514,0.0004,119509,0.0001,253,0.0,No,0
addr:country,PL,addr:country=PL,An OSM addr:country tag with value 'PL' used to describe addr:country features,Una etiqueta OSM addr:country amb valor 'PL' utilitzada per descriure característiques addr:country,Una etiqueta OSM addr:country con valor 'PL' utilizada para describir características addr:country,240108,0.0,61255,0.0002,178628,0.0002,225,0.0,No,2
start_date,1980,start_date=1980,An OSM start_date tag with value '1980' used to describe start_date features,Una etiqueta OSM start_date amb valor '1980' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1980' utilizada para describir características start_date,239819,0.0,17488,0.0001,221625,0.0002,706,0.0001,No,0
source,microsoft/BuildingFootprints;esri/USA_NAD_Addresses,source=microsoft/BuildingFootprints;esri/USA_NAD_Addresses,An OSM source tag with value 'microsoft/BuildingFootprints;esri/USA_NAD_Addresses' used to describe source features,Una etiqueta OSM source amb valor 'microsoft/BuildingFootprints;esri/USA_NAD_Addresses' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'microsoft/BuildingFootprints;esri/USA_NAD_Addresses' utilizada para describir características source,238827,0.0,59,0.0,238738,0.0002,30,0.0,No,0
ref,2,ref=2,An OSM ref tag with value '2' used to describe ref features,Una etiqueta OSM ref amb valor '2' utilitzada per descriure característiques ref,Una etiqueta OSM ref con valor '2' utilizada para describir características ref,238528,0.0,152431,0.0006,75949,0.0001,10148,0.0007,No,0
start_date,1960,start_date=1960,An OSM start_date tag with value '1960' used to describe start_date features,Una etiqueta OSM start_date amb valor '1960' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1960' utilizada para describir características start_date,238509,0.0,11817,0.0,225939,0.0002,753,0.0001,No,0
wires,single,wires=single,An OSM wires tag with value 'single' used to describe wires features,Una etiqueta OSM wires amb valor 'single' utilitzada per descriure característiques wires,Una etiqueta OSM wires con valor 'single' utilizada para describir características wires,238210,0.0,287,0.0,228153,0.0002,9770,0.0007,Yes,3
addr:housenumber,85,addr:housenumber=85,An OSM addr:housenumber tag with value '85' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '85' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '85' utilizada para describir características addr:housenumber,237013,0.0,121465,0.0004,115274,0.0001,274,0.0,No,0
addr:country,UY,addr:country=UY,An OSM addr:country tag with value 'UY' used to describe addr:country features,Una etiqueta OSM addr:country amb valor 'UY' utilitzada per descriure característiques addr:country,Una etiqueta OSM addr:country con valor 'UY' utilizada para describir características addr:country,236073,0.0,234513,0.0009,1542,0.0,18,0.0,No,1
amenity,bar,amenity=bar,An OSM amenity tag with value 'bar' used to describe amenity features,Una etiqueta OSM amenity amb valor 'bar' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'bar' utilizada para describir características amenity,235799,0.0,203026,0.0007,32621,0.0,152,0.0,Yes,34
natural,beach,natural=beach,An OSM natural tag with value 'beach' used to describe natural features,Una etiqueta OSM natural amb valor 'beach' utilitzada per descriure característiques natural,Una etiqueta OSM natural con valor 'beach' utilizada para describir características natural,235550,0.0,12604,0.0,193533,0.0002,29413,0.0021,Yes,30
man_made,works,man_made=works,An OSM man_made tag with value 'works' used to describe man_made features,Una etiqueta OSM man_made amb valor 'works' utilitzada per descriure característiques man_made,Una etiqueta OSM man_made con valor 'works' utilizada para describir características man_made,234453,0.0,77476,0.0003,154036,0.0001,2941,0.0002,Yes,15
addr:neighbourhood,15,addr:neighbourhood=15,An OSM addr:neighbourhood tag with value '15' used to describe addr:neighbourhood features,Una etiqueta OSM addr:neighbourhood amb valor '15' utilitzada per descriure característiques addr:neighbourhood,Una etiqueta OSM addr:neighbourhood con valor '15' utilizada para describir características addr:neighbourhood,233963,0.0,233824,0.0009,134,0.0,5,0.0,No,0
manhole,drain,manhole=drain,An OSM manhole tag with value 'drain' used to describe manhole features,Una etiqueta OSM manhole amb valor 'drain' utilitzada per descriure característiques manhole,Una etiqueta OSM manhole con valor 'drain' utilizada para describir características manhole,233810,0.0,233308,0.0009,499,0.0,3,0.0,Yes,4
addr:street,улица Ленина,addr:street=улица Ленина,An OSM addr:street tag with value 'улица Ленина' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'улица Ленина' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'улица Ленина' utilizada para describir características addr:street,233672,0.0,6556,0.0,226558,0.0002,558,0.0,No,0
source,catastro,source=catastro,An OSM source tag with value 'catastro' used to describe source features,Una etiqueta OSM source amb valor 'catastro' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'catastro' utilizada para describir características source,233331,0.0,20330,0.0001,209899,0.0002,3102,0.0002,No,0
addr:housenumber,84,addr:housenumber=84,An OSM addr:housenumber tag with value '84' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '84' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '84' utilizada para describir características addr:housenumber,232582,0.0,117144,0.0004,115160,0.0001,278,0.0,No,0
roof:shape,skillion,roof:shape=skillion,An OSM roof:shape tag with value 'skillion' used to describe roof:shape features,Una etiqueta OSM roof:shape amb valor 'skillion' utilitzada per descriure característiques roof:shape,Una etiqueta OSM roof:shape con valor 'skillion' utilizada para describir características roof:shape,232521,0.0,185,0.0,224760,0.0002,7576,0.0006,Yes,6
traffic_signals:vibration,no,traffic_signals:vibration=no,An OSM traffic_signals:vibration tag with value 'no' used to describe traffic_signals:vibration features,Una etiqueta OSM traffic_signals:vibration amb valor 'no' utilitzada per descriure característiques traffic_signals:vibration,Una etiqueta OSM traffic_signals:vibration con valor 'no' utilizada para describir características traffic_signals:vibration,232274,0.0,217317,0.0008,14957,0.0,0,0.0,No,6
highway,motorway_junction,highway=motorway_junction,An OSM highway tag with value 'motorway_junction' used to describe highway features,Una etiqueta OSM highway amb valor 'motorway_junction' utilitzada per descriure característiques highway,Una etiqueta OSM highway con valor 'motorway_junction' utilizada para describir características highway,231941,0.0,231940,0.0008,0,0.0,1,0.0,Yes,20
addr:housenumber,83,addr:housenumber=83,An OSM addr:housenumber tag with value '83' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '83' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '83' utilizada para describir características addr:housenumber,231764,0.0,116019,0.0004,115481,0.0001,264,0.0,No,0
amenity,atm,amenity=atm,An OSM amenity tag with value 'atm' used to describe amenity features,Una etiqueta OSM amenity amb valor 'atm' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'atm' utilizada para describir características amenity,230680,0.0,230062,0.0008,605,0.0,13,0.0,Yes,26
source,LINZ,source=LINZ,An OSM source tag with value 'LINZ' used to describe source features,Una etiqueta OSM source amb valor 'LINZ' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'LINZ' utilizada para describir características source,230659,0.0,23791,0.0001,206167,0.0002,701,0.0001,No,0
motorcar,yes,motorcar=yes,An OSM motorcar tag with value 'yes' used to describe motorcar features,Una etiqueta OSM motorcar amb valor 'yes' utilitzada per descriure característiques motorcar,Una etiqueta OSM motorcar con valor 'yes' utilizada para describir características motorcar,230550,0.0,139636,0.0005,90513,0.0001,401,0.0,Yes,10
source,USGS National Hydrographic Database,source=USGS National Hydrographic Database,An OSM source tag with value 'USGS National Hydrographic Database' used to describe source features,Una etiqueta OSM source amb valor 'USGS National Hydrographic Database' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'USGS National Hydrographic Database' utilizada para describir características source,230447,0.0,2,0.0,230414,0.0002,31,0.0,No,0
source,maxar Premium,source=maxar Premium,An OSM source tag with value 'maxar Premium' used to describe source features,Una etiqueta OSM source amb valor 'maxar Premium' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'maxar Premium' utilizada para describir características source,230214,0.0,2486,0.0,227666,0.0002,62,0.0,No,1
source:geometry,geoportal.gov.pl:BDOT,source:geometry=geoportal.gov.pl:BDOT,An OSM source:geometry tag with value 'geoportal.gov.pl:BDOT' used to describe source:geometry features,Una etiqueta OSM source:geometry amb valor 'geoportal.gov.pl:BDOT' utilitzada per descriure característiques source:geometry,Una etiqueta OSM source:geometry con valor 'geoportal.gov.pl:BDOT' utilizada para describir características source:geometry,229187,0.0,17,0.0,229152,0.0002,18,0.0,No,0
addr:country,KZ,addr:country=KZ,An OSM addr:country tag with value 'KZ' used to describe addr:country features,Una etiqueta OSM addr:country amb valor 'KZ' utilitzada per descriure característiques addr:country,Una etiqueta OSM addr:country con valor 'KZ' utilizada para describir características addr:country,229124,0.0,9056,0.0,219345,0.0002,723,0.0001,No,1
residential,apartments,residential=apartments,An OSM residential tag with value 'apartments' used to describe residential features,Una etiqueta OSM residential amb valor 'apartments' utilitzada per descriure característiques residential,Una etiqueta OSM residential con valor 'apartments' utilizada para describir características residential,228363,0.0,13529,0.0,206427,0.0002,8407,0.0006,Yes,5
power,transformer,power=transformer,An OSM power tag with value 'transformer' used to describe power features,Una etiqueta OSM power amb valor 'transformer' utilitzada per descriure característiques power,Una etiqueta OSM power con valor 'transformer' utilizada para describir características power,228350,0.0,218572,0.0008,9764,0.0,14,0.0,Yes,11
building:condition,good,building:condition=good,An OSM building:condition tag with value 'good' used to describe building:condition features,Una etiqueta OSM building:condition amb valor 'good' utilitzada per descriure característiques building:condition,Una etiqueta OSM building:condition con valor 'good' utilizada para describir características building:condition,227751,0.0,620,0.0,226555,0.0002,576,0.0,No,1
