key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
attribution,Fresno_County_GIS,attribution=Fresno_County_GIS,An OSM attribution tag with value 'Fresno_County_GIS' used to describe attribution features,Una etiqueta OSM attribution amb valor 'Fresno_County_GIS' utilitzada per descriure característiques attribution,Una etiqueta OSM attribution con valor 'Fresno_County_GIS' utilizada para describir características attribution,164572,0.0,8,0.0,164367,0.0001,197,0.0,No,0,1334
source,http://www.co.fresno.ca.us/%5Cdepartmentpage.aspx?id=16313,source=http://www.co.fresno.ca.us/%5Cdepartmentpage.aspx?id=16313,An OSM source tag with value 'http://www.co.fresno.ca.us/%5Cdepartmentpage.aspx?id=16313' used to describe source features,Una etiqueta OSM source amb valor 'http://www.co.fresno.ca.us/%5Cdepartmentpage.aspx?id=16313' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'http://www.co.fresno.ca.us/%5Cdepartmentpage.aspx?id=16313' utilizada para describir características source,164551,0.0,7,0.0,164380,0.0001,164,0.0,No,0,1335
source,uhul:ortofoto,source=uhul:ortofoto,An OSM source tag with value 'uhul:ortofoto' used to describe source features,Una etiqueta OSM source amb valor 'uhul:ortofoto' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'uhul:ortofoto' utilizada para describir características source,164499,0.0,6020,0.0,158299,0.0001,180,0.0,No,0,1336
building,hospital,building=hospital,"A hospital building is a medical facility providing healthcare, treatment, and medical services","Un edifici d'hospital és una instal·lació mèdica que proporciona atenció sanitària, tractament i serveis mèdics","Un edificio de hospital es una instalación médica que proporciona atención sanitaria, tratamiento y servicios médicos",164248,0.0,646,0.0,154501,0.0001,9101,0.0007,Yes,10,1337
addr:county,Washoe,addr:county=Washoe,An OSM addr:county tag with value 'Washoe' used to describe addr:county features,Una etiqueta OSM addr:county amb valor 'Washoe' utilitzada per descriure característiques addr:county,Una etiqueta OSM addr:county con valor 'Washoe' utilizada para describir características addr:county,164220,0.0,8390,0.0,155797,0.0001,33,0.0,No,0,1338
structure,tubular,structure=tubular,An OSM structure tag with value 'tubular' used to describe structure features,Una etiqueta OSM structure amb valor 'tubular' utilitzada per descriure característiques structure,Una etiqueta OSM structure con valor 'tubular' utilizada para describir características structure,163780,0.0,163481,0.0006,298,0.0,1,0.0,No,4,1339
tourism,picnic_site,tourism=picnic_site,An OSM tourism tag with value 'picnic_site' used to describe tourism features,Una etiqueta OSM tourism amb valor 'picnic_site' utilitzada per descriure característiques tourism,Una etiqueta OSM tourism con valor 'picnic_site' utilizada para describir características tourism,163592,0.0,134702,0.0005,28471,0.0,419,0.0,Yes,26,1340
addr:city,Christchurch,addr:city=Christchurch,An OSM addr:city tag with value 'Christchurch' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Christchurch' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Christchurch' utilizada para describir características addr:city,163570,0.0,157113,0.0006,6431,0.0,26,0.0,No,0,1341
start_date,1964,start_date=1964,An OSM start_date tag with value '1964' used to describe start_date features,Una etiqueta OSM start_date amb valor '1964' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1964' utilizada para describir características start_date,163391,0.0,2376,0.0,159741,0.0001,1274,0.0001,No,0,1342
addr:housenumber,114,addr:housenumber=114,An OSM addr:housenumber tag with value '114' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '114' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '114' utilizada para describir características addr:housenumber,163266,0.0,85748,0.0003,77334,0.0001,184,0.0,No,0,1343
addr:district,中山區,addr:district=中山區,An OSM addr:district tag with value '中山區' used to describe addr:district features,Una etiqueta OSM addr:district amb valor '中山區' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor '中山區' utilizada para describir características addr:district,163090,0.0,162426,0.0006,595,0.0,69,0.0,No,0,1344
tiger:name_type,Blvd,tiger:name_type=Blvd,An OSM tiger:name_type tag with value 'Blvd' used to describe tiger:name_type features,Una etiqueta OSM tiger:name_type amb valor 'Blvd' utilitzada per descriure característiques tiger:name_type,Una etiqueta OSM tiger:name_type con valor 'Blvd' utilizada para describir características tiger:name_type,162869,0.0,0,0.0,162869,0.0001,0,0.0,No,0,1345
direction,both,direction=both,An OSM direction tag with value 'both' used to describe direction features,Una etiqueta OSM direction amb valor 'both' utilitzada per descriure característiques direction,Una etiqueta OSM direction con valor 'both' utilizada para describir características direction,162780,0.0,159264,0.0006,3455,0.0,61,0.0,No,7,1346
height,4.6,height=4.6,An OSM height tag with value '4.6' used to describe height features,Una etiqueta OSM height amb valor '4.6' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '4.6' utilizada para describir características height,162558,0.0,397,0.0,161451,0.0001,710,0.0001,No,0,1347
height,12,height=12,An OSM height tag with value '12' used to describe height features,Una etiqueta OSM height amb valor '12' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '12' utilizada para describir características height,162167,0.0,76111,0.0003,84429,0.0001,1627,0.0001,No,0,1348
camera:type,fixed,camera:type=fixed,An OSM camera:type tag with value 'fixed' used to describe camera:type features,Una etiqueta OSM camera:type amb valor 'fixed' utilitzada per descriure característiques camera:type,Una etiqueta OSM camera:type con valor 'fixed' utilizada para describir características camera:type,162096,0.0,162050,0.0006,45,0.0,1,0.0,Yes,5,1349
zone:traffic,DE:urban,zone:traffic=DE:urban,An OSM zone:traffic tag with value 'DE:urban' used to describe zone:traffic features,Una etiqueta OSM zone:traffic amb valor 'DE:urban' utilitzada per descriure característiques zone:traffic,Una etiqueta OSM zone:traffic con valor 'DE:urban' utilizada para describir características zone:traffic,161977,0.0,35,0.0,161936,0.0001,6,0.0,Yes,1,1350
addr:region,Qaraqalpaqstan Respublikası,addr:region=Qaraqalpaqstan Respublikası,An OSM addr:region tag with value 'Qaraqalpaqstan Respublikası' used to describe addr:region features,Una etiqueta OSM addr:region amb valor 'Qaraqalpaqstan Respublikası' utilitzada per descriure característiques addr:region,Una etiqueta OSM addr:region con valor 'Qaraqalpaqstan Respublikası' utilizada para describir características addr:region,161771,0.0,5099,0.0,156496,0.0001,176,0.0,No,0,1351
addr:province,Misamis Oriental,addr:province=Misamis Oriental,An OSM addr:province tag with value 'Misamis Oriental' used to describe addr:province features,Una etiqueta OSM addr:province amb valor 'Misamis Oriental' utilitzada per descriure característiques addr:province,Una etiqueta OSM addr:province con valor 'Misamis Oriental' utilizada para describir características addr:province,161683,0.0,741,0.0,160866,0.0001,76,0.0,No,0,1352
amenity,grave_yard,amenity=grave_yard,An OSM amenity tag with value 'grave_yard' used to describe amenity features,Una etiqueta OSM amenity amb valor 'grave_yard' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'grave_yard' utilizada para describir características amenity,161523,0.0,43173,0.0002,114690,0.0001,3660,0.0003,Yes,23,1353
start_date,1998,start_date=1998,An OSM start_date tag with value '1998' used to describe start_date features,Una etiqueta OSM start_date amb valor '1998' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1998' utilizada para describir características start_date,161357,0.0,7511,0.0,153347,0.0001,499,0.0,No,0,1354
man_made,water_tower,man_made=water_tower,An OSM man_made tag with value 'water_tower' used to describe man_made features,Una etiqueta OSM man_made amb valor 'water_tower' utilitzada per descriure característiques man_made,Una etiqueta OSM man_made con valor 'water_tower' utilizada para describir características man_made,161128,0.0,110760,0.0004,50303,0.0,65,0.0,Yes,19,1355
start_date,1979,start_date=1979,An OSM start_date tag with value '1979' used to describe start_date features,Una etiqueta OSM start_date amb valor '1979' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1979' utilizada para describir características start_date,161014,0.0,4830,0.0,155470,0.0001,714,0.0001,No,0,1356
start_date,1984,start_date=1984,An OSM start_date tag with value '1984' used to describe start_date features,Una etiqueta OSM start_date amb valor '1984' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1984' utilizada para describir características start_date,160964,0.0,7960,0.0,152468,0.0001,536,0.0,No,0,1357
width,1.5,width=1.5,An OSM width tag with value '1.5' used to describe width features,Una etiqueta OSM width amb valor '1.5' utilitzada per descriure característiques width,Una etiqueta OSM width con valor '1.5' utilizada para describir características width,160605,0.0,2883,0.0,157711,0.0001,11,0.0,No,0,1358
addr:housenumber,116,addr:housenumber=116,An OSM addr:housenumber tag with value '116' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '116' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '116' utilizada para describir características addr:housenumber,160540,0.0,84194,0.0003,76178,0.0001,168,0.0,No,0,1359
indoor_seating,yes,indoor_seating=yes,An OSM indoor_seating tag with value 'yes' used to describe indoor_seating features,Una etiqueta OSM indoor_seating amb valor 'yes' utilitzada per descriure característiques indoor_seating,Una etiqueta OSM indoor_seating con valor 'yes' utilizada para describir características indoor_seating,160528,0.0,137317,0.0005,23172,0.0,39,0.0,No,19,1360
source,esri/Tampa_FL_Buildings,source=esri/Tampa_FL_Buildings,An OSM source tag with value 'esri/Tampa_FL_Buildings' used to describe source features,Una etiqueta OSM source amb valor 'esri/Tampa_FL_Buildings' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'esri/Tampa_FL_Buildings' utilizada para describir características source,160004,0.0,19,0.0,159983,0.0001,2,0.0,No,0,1361
source,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2024,source=cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2024,An OSM source tag with value 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2024' used to describe source features,Una etiqueta OSM source amb valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2024' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2024' utilizada para describir características source,159930,0.0,19031,0.0001,140875,0.0001,24,0.0,No,0,1362
building:levels,8,building:levels=8,An OSM building:levels tag with value '8' used to describe building:levels features,Una etiqueta OSM building:levels amb valor '8' utilitzada per descriure característiques building:levels,Una etiqueta OSM building:levels con valor '8' utilizada para describir características building:levels,159623,0.0,270,0.0,151185,0.0001,8168,0.0006,No,3,1363
denotation,park,denotation=park,An OSM denotation tag with value 'park' used to describe denotation features,Una etiqueta OSM denotation amb valor 'park' utilitzada per descriure característiques denotation,Una etiqueta OSM denotation con valor 'park' utilizada para describir características denotation,159599,0.0,157336,0.0006,2260,0.0,3,0.0,Yes,2,1364
start_date,1995,start_date=1995,An OSM start_date tag with value '1995' used to describe start_date features,Una etiqueta OSM start_date amb valor '1995' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1995' utilizada para describir características start_date,159413,0.0,9144,0.0,149888,0.0001,381,0.0,No,0,1365
