key,value,definition,
genus,Ligustrum,género	=	ligustro,
genus,Liquidambar,género	=	Liquidámbar,
genus,Liriodendron,género	=	liriodendro,
genus,Macadamia,género	=	macadamia,
genus,Magnolia,género	=	Magnolia,
genus,Malus,género	=	Malus,
genus,Mangifera,género	=	Mangifera,
genus,Morus,género	=	Morus,
genus,Musa,género	=	musa,
genus,Olea,género	=	Olea,
genus,Opuntia,género	=	Opuntia,
genus,Ostrya,género	=	Ostrya,
genus,palm,género	=	palmera,
genus,Paulownia,género	=	Paulownia,
genus,Persea,género	=	persea,
genus,Phoenix,género	=	Fénix,
genus,Picea,género	=	picea,
genus,Pinus,género	=	pino,
genus,Platanus,género	=	Platanus,
genus,Populus,género	=	populus,
genus,Prunus,género	=	prunus,
genus,Pseudotsuga,género	=	pseudotsuga,
genus,Pyrus,género	=	Piro,
genus,Quercus,género	=	quercus,
genus,Robinia,género	=	robinia,
genus,Salix,género	=	Salix,
genus,Schinus,género	=	Esquinus,
genus,Sophora,género	=	Sófora,
genus,Sorbus,género	=	sorbo,
genus,Styphnolobium,género	=	Styphnolobium,
genus,Syringa,género	=	Jeringuilla,
genus,Taxus,género	=	Taxus,
genus,Thuja,género	=	tuya,
genus,Tilia,género	=	tilia,
genus,Trachycarpus,género	=	traquicarpo,
genus,Ulmus,género	=	Ulmus,
genus,unknown,género	=	desconocido,
genus,Vaccinium,género	=	vaccinio,
genus,Vachellia,género	=	Vachelia,
genus,Washingtonia,género	=	Washingtonia,
genus,Zelkova,género	=	Zelkova,
genus:de,Ahorn,genus:de=Ahorn,
genus:de,Birke,genus:de=Birke,
genus:de,Eiche,genus:de=Eiche,
genus:de,Esche,genus:de=Esche,
genus:de,Hainbuche,genus:de=Hainbuche,
genus:de,Linde,género:de	=	Linde,
genus:de,Platane,genus:de=Platane,
genus:de,Rosskastanie,género:de	=	Rosskastanie,
genus:en,Ash,género: es	=	Ceniza,
genus:en,Linden,género: es	=	Tilo,
genus:en,Locust,género: es	=	Langosta,
genus:en,Maple,género: es	=	Arce,
genus:en,Oak,genus:en=Roble,
genus:en,Spruce,género: es	=	Abeto,
genus:wikidata,Q127849,genus:wikidata=Q127849,
genus:wikidata,Q42292,genus:wikidata=Q42292,
geobase:acquisitionTechnique,GPS,geobase: técnica de adquisición	=	GPS,
geobase:acquisitionTechnique,Orthoimage,geobase:acquisitionTechnique=Orthoimage,
geobase:acquisitionTechnique,Vector Data,geobase:acquisitionTechnique=Dato de Vector,
geobase:datasetName,NRN:British Columbia,geobase:datasetName=NRN:británico Columbia,
GeoBaseNHN:DatasetName,02LG000,GeoBaseNHN:Nombre del conjunto de datos	=	*,
GeoBaseNHN:DatasetName,02LH000,GeoBaseNHN:Nombre del conjunto de datos	=	*,
GeoBaseNHN:PROVIDER,federal,GeoBaseNHN:PROVIDER	=	federal,
GeoBaseNHN:VALDATE,1990,GeoBaseNHN:VALDADO	=	*,
geocodigo,*,geocódigo	=	*,
geological,fault,geológico	=	culpa,
geological,moraine,geológico	=	morena,
geological,outcrop,geológico	=	afloramiento,
geological,palaeontological_site,geológico	=	sitio paleontológico,
geological,volcanic_caldera,geológico	=	caldera volcánica,
geological,volcanic_caldera_rim,geológico	=	borde de la caldera volcánica,
geological,volcanic_geyser,geológico	=	géiser volcánico,
geological,volcanic_lava_channel,geológico	=	canal de lava volcánica,
geological,volcanic_lava_field,geológico	=	campo de lava volcánica,
geological,volcanic_lava_tube,geológico	=	tubo de lava volcánica,
geological,volcanic_vent,geológico	=	respiradero volcánico,
geometry:reviewed,no,geometría:revisado=ningún,
glacier:part,moraine,glaciar: parte	=	morena,
glacier:type,mountain,glaciar:tipo	=	montaña,
gnis:fcode,33600,gnis:fcode=33600,
gnis:ftype,ArtificialPath,gnis:ftype=ArtificialPath,
gnis:ftype,CanalDitch,gnis:ftype=CanalDitch,
gnis:ftype,LakePond,gnis:ftype=LakePond,
gnis:ftype,StreamRiver,gnis:ftype=StreamRiver,
gnis:state_id,55,gnis:estado_id	=	*,
gns:dsg,MT,gns:dsg	=	MONTE,
GNS:dsg_code,PPL,GNS: código_dsg	=	LPP,
GNS:dsg_code,WAD,GNS: código_dsg	=	TACO,
GNS:dsg_name,populated place,GNS:dsg_nombre=sitio poblado,
GNS:dsg_name,populated_place,GNS:nombre_dsg	=	lugar_poblado,
GNS:dsg_name,wadi,GNS:nombre_dsg	=	cauce,
GNS:dsg_string,populated place,GNS:dsg_serie=sitio poblado,
GNS:dsg_string,populated_place,GNS:cadena_dsg	=	lugar_poblado,
golf,bunker,golf	=	búnker,
golf,cartpath,golf	=	camino de carros,
golf,clubhouse,golf	=	casa club,
golf,driving_range,golf	=	área de manejo,
golf,fairway,golf	=	calle,
golf,green,golf	=	verde,
golf,hole,golf	=	agujero,
golf,lateral_water_hazard,golf	=	lateral_water_hazard,
golf,path,golf	=	sendero,
golf,penalty_area,golf	=	área de penal,
golf,pin,golf	=	alfiler,
golf,rough,golf	=	bruto,
golf,tee,golf	=	tee,
golf,water_hazard,golf	=	obstáculo de agua,
golf_cart,designated,carro de golf	=	designado,
goods,no,bienes	=	no,
government,administrative,gobierno	=	administrativo,
government,aerospace,gobierno	=	aeroespacial,
government,agriculture,gobierno	=	agricultura (consejo regulador),
government,archive,gobierno	=	archivo,
government,audit,gobierno	=	auditoría,
government,bailiff,gobierno	=	alguacil,
government,border_control,gobierno	=	control fronterizo,
government,cadaster,gobierno	=	catastro,
government,chamber,gobierno	=	cámara,
government,culture,gobierno	=	cultura,
government,customs,gobierno	=	aduanas,
government,data_protection,gobierno	=	protección de Datos,
government,education,gobierno	=	educación,
government,healthcare,gobierno	=	cuidado de la salud,
government,heritage,gobierno	=	patrimonio,
government,it,gobierno	=	eso,
government,legislative,gobierno	=	legislativo,
government,ministry,gobierno	=	ministerio,
government,parliament,gobierno	=	parlamento,
government,prosecutor,gobierno	=	fiscal,
government,register_office,gobierno	=	oficina de Registro,
government,statistics,gobierno	=	Estadísticas,
government,tax,gobierno	=	impuesto,
government,youth_welfare_department,gobierno	=	departamento de bienestar juvenil,
grass,amenity_grassland,hierba	=	pastizales,
grit_bin,*,contenedor de arena	=	*,
gritting,priority_1,arenilla	=	Prioridad 1,
gtfs_location_type,0,gtfs_ubicación_tipo	=	*,
guest_house,bed_and_breakfast,Casa de invitados	=	cama y desayuno,
guidepost,hiking,poste indicador	=	senderismo,
guidepost,simple,poste indicador	=	simple,
gutter,no,canal	=	no,
handle,crank,manejar	=	manivela,
handle,lever,manejar	=	palanca,
handle,wheel,manejar	=	rueda,
handrail,no,pretil	=	no,
harbour,marina,puerto	=	puerto pequeño,
harbour:category,bulk,puerto:categoría	=	bulto,
harbour:category,container,puerto:categoría	=	envase,
harbour:category,ferry,puerto:categoría	=	transportar,
harbour:category,fishing,puerto:categoría	=	pescar,
harbour:category,general,puerto:categoría	=	general,
harbour:category,industrial,puerto:categoría	=	industrial,
harbour:category,marina,puerto:categoría	=	puerto pequeño,
harbour:category,military,puerto:categoría	=	militar,
harbour:category,oil_platform,puerto:categoría	=	plataforma petrolera,
harbour:category,passenger,puerto:categoría	=	pasajero,
harbour:category,RoRo,puerto:categoría	=	transbordo rodado,
harbour:category,seaport,puerto:categoría	=	puerto marítimo,
harbour:category,shipyard,puerto:categoría	=	astillero,
harbour:category,tanker,puerto:categoría	=	petrolero,
harbour:category,tourism,puerto:categoría	=	turismo,
harbour:category,yacht,puerto:categoría	=	yate,
hazard,animal_crossing,peligro	=	cruce de animales,🐾
hazard,archery_range,peligro	=	rango de arquería,🏹
hazard,avalanche,peligro	=	avalancha,🏔️
hazard,biohazard,peligro	=	riesgo biológico,☣️
hazard,bump,peligro	=	bulto,
hazard,children,peligro	=	niños,👶
hazard,contamination,peligro	=	contaminación,☢️
hazard,curve,peligro	=	curva,🌀
hazard,curves,peligro	=	curvas,🌀
hazard,cyclists,peligro	=	ciclistas,🚲
hazard,damaged_road,peligro	=	camino dañado,🛤️
hazard,dangerous_junction,peligro	=	cruce peligroso,⚠️
hazard,dip,peligro	=	salsa,
hazard,electricity,peligro	=	electricidad,⚡
hazard,emergency_vehicles,peligro	=	vehículos de emergencia,🚑
hazard,falling_rocks,peligro	=	rocas que caen,
hazard,fog,peligro	=	niebla,🌫️
hazard,frail_pedestrians,peligro	=	peatones frágiles,👴
hazard,frost_heave,peligro	=	tirón de escarcha,❄️
hazard,ground_clearance,peligro	=	claridad del piso,📏
hazard,hole,peligro	=	agujero,🕳️
hazard,horse_riders,peligro	=	jinetes,🐎
hazard,ice,peligro	=	hielo,🧊
hazard,illegal_crossing,peligro	=	cruce ilegal,🚫
hazard,landslide,peligro	=	deslizamiento de tierra,🏔️
hazard,leeches,peligro	=	sanguijuelas,🐛
hazard,loose_gravel,peligro	=	gravilla suelta,🪨
hazard,low_flying_aircraft,peligro	=	aviones de bajo vuelo,✈️
hazard,minefield,peligro	=	campo de minas,💣
hazard,nuclear,peligro	=	nuclear,☢️
hazard,pedestrians,peligro	=	peatones,🚶
hazard,queues_likely,peligro	=	colas probables,🚗
hazard,quicksand,peligro	=	arena movediza,🏜️
hazard,road_narrows,peligro	=	Carretera angosta,🛣️
hazard,roadworks,peligro	=	obras de carretera,🚧
hazard,roundabout,peligro	=	rotonda,🔄
hazard,school_zone,peligro	=	zona escolar,🏫
hazard,shooting_range,peligro	=	rango de disparo,🔫
hazard,side_winds,peligro	=	vientos laterales,💨
hazard,slippery,peligro	=	resbaladizo,❄️
hazard,traffic_signals,peligro	=	Señales de tráfico,🚦
hazard,turn,peligro	=	giro,🔄
hazard,turns,peligro	=	vueltas,🔄
hazard,unexploded_ordnance,peligro	=	munición sin explotar,💣
hazard,washout,peligro	=	lavado,🌊
hazard_type,avalanche,tipo de peligro	=	avalancha,
hazard_type,flood,tipo de peligro	=	inundación,
hazard_type,landslide,tipo de peligro	=	deslizamiento de tierra,
hazmat,designated,materiales peligrosos	=	designado,
hazmat,no,materiales peligrosos	=	no,
hazmat:water,permissive,materiales peligrosos: agua	=	permisivo,
hcpaogis:dorcode,01 - SINGLE FAMILY,hcpaogis:dorcode=01 - cota FAMILIAR,
hcpaogis:dorcode,01_-_SINGLE_FAMILY,hcpaogis:dorcode	=	*,
headlight,required,faro	=	requerido,
health_facility:MG,CHRD,centro de salud:MG	=	CRD,
health_facility:MG,CHRR,centro de salud:MG	=	CHRR,
health_facility:MG,CHU,centro de salud:MG	=	CHU,
health_facility:MG,CSB1,centro de salud:MG	=	CSB1,
health_facility:MG,CSB2,centro de salud:MG	=	CSB2,
health_facility:type,office,establecimiento de salud:tipo	=	oficina,
healthcare,alternative,cuidado de la salud	=	alternativa,
healthcare,audiologist,cuidado de la salud	=	audiólogo,
healthcare,birthing_center,cuidado de la salud	=	centro de maternidad,
healthcare,birthing_centre,cuidado de la salud	=	centro de maternidad,
healthcare,blood_bank,cuidado de la salud	=	Banco de Sangre,
healthcare,blood_donation,cuidado de la salud	=	donación de sangre,
healthcare,centre,cuidado de la salud	=	centro,
healthcare,clinic,cuidado de la salud	=	clínica,
healthcare,community_health_worker,cuidado de la salud	=	trabajador comunitario de la salud,
healthcare,counselling,cuidado de la salud	=	asesoramiento,
healthcare,dentist,cuidado de la salud	=	dentista,
healthcare,dialysis,cuidado de la salud	=	diálisis,
healthcare,doctor,cuidado de la salud	=	médico,
healthcare,health_post,cuidado de la salud	=	puesto de salud,
healthcare,hospice,cuidado de la salud	=	hospicio,
healthcare,hospital,cuidado de la salud	=	hospital,
healthcare,laboratory,cuidado de la salud	=	laboratorio,
healthcare,medical_imaging,cuidado de la salud	=	imagenes medicas,
healthcare,midwife,cuidado de la salud	=	Partera,
healthcare,nurse,cuidado de la salud	=	enfermero,
healthcare,nutrition_counseling,cuidado de la salud	=	asesoramiento nutricional,
healthcare,nutrition_counselling,cuidado de la salud	=	asesoramiento nutricional,
healthcare,occupational_therapist,cuidado de la salud	=	terapeuta ocupacional,
healthcare,optometrist,cuidado de la salud	=	optometrista,
healthcare,pharmacy,cuidado de la salud	=	farmacia,
healthcare,physiotherapist,cuidado de la salud	=	fisioterapeuta,
healthcare,podiatrist,cuidado de la salud	=	podólogo,
healthcare,psychotherapist,cuidado de la salud	=	psicoterapeuta (psicólogo),
healthcare,rehabilitation,cuidado de la salud	=	rehabilitación,
healthcare,sample_collection,cuidado de la salud	=	coleccion de muestra,
healthcare,speech_therapist,cuidado de la salud	=	logopeda,
healthcare,vaccination_centre,cuidado de la salud	=	centro de vacunación,
healthcare:speciality,abortion,sanidad:especialidad	=	aborto,
healthcare:speciality,acupuncture,especialidad:de_salud	=	acupuntura,
healthcare:speciality,allergology,sanidad:especialidad	=	alergología,
healthcare:speciality,anaesthetics,sanidad:especialidad	=	anestésicos,
healthcare:speciality,ayurveda,especialidad:de_salud	=	Ayurveda,
healthcare:speciality,behavior,sanidad:especialidad	=	conducta,
healthcare:speciality,biochemistry,sanidad:especialidad	=	bioquímica,
healthcare:speciality,biological_haematology,sanidad:especialidad	=	hematología biológica,
healthcare:speciality,biology,sanidad:especialidad	=	biología,
healthcare:speciality,blood_check,sanidad:especialidad	=	análisis de sangre,
healthcare:speciality,body,sanidad:especialidad	=	cuerpo,
healthcare:speciality,cardiac_surgery,sanidad:especialidad	=	cirugía cardíaca,
healthcare:speciality,cardiology,sanidad:especialidad	=	cardiología,
healthcare:speciality,cardiothoracic_surgery,sanidad:especialidad	=	cirugía cardiotorácica,
healthcare:speciality,child_psychiatry,sanidad:especialidad	=	psiquiatría infantil,
healthcare:speciality,chiropractic,sanidad:especialidad	=	quiropráctica,
healthcare:speciality,clinic,especialidad:de_salud	=	clínica,
healthcare:speciality,clinical_pathology,sanidad:especialidad	=	patologia clinica,
healthcare:speciality,community,sanidad:especialidad	=	comunidad,
healthcare:speciality,covid19,especialidad:de_salud	=	COVID-19,
healthcare:speciality,dental_oral_maxillo_facial_surgery,sanidad:especialidad	=	cirugía dental maxilofacial oral,
healthcare:speciality,dentist,sanidad:especialidad	=	dentista,
healthcare:speciality,dentist;orthodontics,especialidad:de_salud	=	dentista; ortodoncia,
healthcare:speciality,dentistry,especialidad:de_salud	=	odontología,
healthcare:speciality,depth,sanidad:especialidad	=	profundidad,
healthcare:speciality,dermatology,sanidad:especialidad	=	dermatología,
healthcare:speciality,dermatovenereology,sanidad:especialidad	=	dermatovenereología,
healthcare:speciality,diagnostic_radiology,sanidad:especialidad	=	radiología diagnóstica,
healthcare:speciality,dialysis,especialidad:de_salud	=	diálisis,
healthcare:speciality,dietitian,especialidad:de_salud	=	dietista,
healthcare:speciality,emergency,sanidad:especialidad	=	emergencia,
healthcare:speciality,endocrinology,sanidad:especialidad	=	endocrinología,
healthcare:speciality,family_medicine,especialidad:de_salud	=	medicina Familiar,
healthcare:speciality,fertility,sanidad:especialidad	=	Fertilidad,
healthcare:speciality,gastroenterological_surgery,sanidad:especialidad	=	cirugía gastroenterológica,
healthcare:speciality,gastroenterology,sanidad:especialidad	=	gastroenterología,
healthcare:speciality,general,sanidad:especialidad	=	general,
healthcare:speciality,geriatrics,sanidad:especialidad	=	geriatría,
healthcare:speciality,gynaecology,sanidad:especialidad	=	ginecología,
healthcare:speciality,haematology,sanidad:especialidad	=	hematología,
healthcare:speciality,hepatology,sanidad:especialidad	=	hepatología,
healthcare:speciality,homeopathy,especialidad:de_salud	=	homeopatía,
healthcare:speciality,humanistic,sanidad:especialidad	=	humanista,
healthcare:speciality,immunology,sanidad:especialidad	=	inmunología,
healthcare:speciality,implantology,especialidad:de_salud	=	implantología,
healthcare:speciality,infectious_diseases,sanidad:especialidad	=	enfermedades infecciosas,
healthcare:speciality,intensive,sanidad:especialidad	=	intensivo,
healthcare:speciality,internal,sanidad:especialidad	=	interno,
healthcare:speciality,kinesitherapy,especialidad:de_salud	=	cinesiterapia,
healthcare:speciality,massage_therapy,especialidad:de_salud	=	Terapia de Masajes,
healthcare:speciality,maternity,especialidad:de_salud	=	maternidad,
healthcare:speciality,maxillofacial_surgery,sanidad:especialidad	=	cirugía Maxilofacial,
healthcare:speciality,medical_examination,sanidad:especialidad	=	revisión médica,
healthcare:speciality,microbiology,sanidad:especialidad	=	microbiología,
healthcare:speciality,naturopathy,especialidad:de_salud	=	naturopatía,
healthcare:speciality,neonatology,sanidad:especialidad	=	neonatología,
