key,value,definición
healthcare:speciality,primary_care,especialidade:de_saúde = atención primaria
healthcare:speciality,proctology,saúde:especialidade = proctoloxía
healthcare:speciality,psychiatry,saúde:especialidade = psiquiatría | saúde:especialidade = psiquiatría
healthcare:speciality,psychology,especialidade: saúde = psicoloxía
healthcare:speciality,psychotherapist,especialidade: saúde = psicoterapeuta
healthcare:speciality,pulmonology,saúde:especialidade = pneumoloxía
healthcare:speciality,radiology,saúde:especialidade = radioloxía
healthcare:speciality,radiotherapy,saúde:especialidade = radioterapia
healthcare:speciality,rheumatology,saúde:especialidade = reumatoloxía
healthcare:speciality,stomatology,saúde:especialidade = estomatoloxía
healthcare:speciality,surgery,saúde:especialidade = cirurxía
healthcare:speciality,surgical_oncology,saúde:especialidade = oncoloxía cirúrxica
healthcare:speciality,systemic,saúde:especialidade = sistémico
healthcare:speciality,thoracic_surgery,saúde:especialidade = cirurxía torácica
healthcare:speciality,traditional_chinese_medicine,especialidade: saúde = medicina tradicional chinesa
healthcare:speciality,transplant,saúde:especialidade = transplante
healthcare:speciality,trauma,saúde:especialidade = traumatólogo/a
healthcare:speciality,tropical,saúde:especialidade = tropical
healthcare:speciality,urology,saúde:especialidade = uroloxía
healthcare:speciality,vaccination,saúde:especialidade = vacinación
healthcare:speciality,vascular_surgery,saúde:especialidade = Cirurxía vascular
healthcare:speciality,venereology,saúde:especialidade = venereoloxía
healthcare:speciality,weight_loss,especialidade: saúde = perda de peso
hedge,hedge_bank,banco_de_hedge
height,0,SOLA=0
heritage,1,patrimonio neto = *
heritage,2,herdanza = *
heritage,3,herdanza = *
heritage,4,herdanza = *
heritage,5,patrimonio neto = *
heritage,6,patrimonio neto = *
heritage,7,patrimonio neto = *
heritage,8,herdanza = *
heritage,9,patrimonio neto = *
heritage,10,patrimonio neto = *
heritage:operator,bda,activos:operador=bda
heritage:operator,BLfD,activos:operador = BLfD
heritage:operator,Institut für Denkmalschutz und Denkmalpflege Düsseldorf,heritage:operator=Institut für Denkmalschutz und Denkmalpflege Düsseldorf
heritage:operator,kons,activos:operador = kons
heritage:operator,lfd,activos:operador = lfd
heritage:operator,mhs,activos:operador = mhs
heritage:operator,nid,activos:operador = niño
heritage:operator,nrhp,activos:operador = nrhp
heritage:operator,OnroerendErfgoed,estate:operator = OnroerendErfgoed
heritage:operator,rce,activos:operador = rce
heritage:operator,UntereDenkmalbehörde,heritage:operator = UntereDenkmalbehörde
heritage:operator:short,Denkmalamt Düsseldorf,patrimony:operator:short=Denkmalamt Düsseldorf
heritage:operator:wikidata,Q59161646,heritage:operator:wikidata=Q59161646
heritage:ref,05111000_A_01676,patrimonio:ref=05111000_Un_01676
heritage:since,2020-09-26,herdanza:desde entón=26-09-2020
heritage:website,https://www.duesseldorf.de/denkmalschutz/gasleuchten,patrimonio: https=de website://www.duesseldorf.de/denkmalschutz/gasleuchten
HFCS,Major Collector,HFCS=Colector importante
HFCS,Major_Collector,JMAF = Coleccionista_Principal
HFCS,Minor Arterial,HFCS=Arterial Menor
HFCS,Minor_Arterial,JMAF = Arteria_inferior
HFCS,Principal Arterial,HFCS=Arteria Principal
HFCS,Principal Arterial - Other,HFCS=Arteria principal - Outras
HFCS,Principal_Arterial,JMAF = Arteria_Principal
HFCS,Principal_Arterial_-_Other,JMAF = Arteria_Principal_-_Outras
HFCS,Urban Collector,HFCS=Colector Urbano
HFCS,Urban Minor Arterial,HFCS=Arteria Menor Urbana
HFCS,Urban Principal Arterial,HFCS=Arteria Principal Urbana
HFCS,Urban Principal Arterial - Other,HFCS=Arteria principal urbana - Outras
HFCS,Urban_Collector,JMAF = Colector_Urbano
HFCS,Urban_Minor_Arterial,JMAF = Urbano_Menor_Arterial
HFCS,Urban_Principal_Arterial,HFCS = Arterial_Principal_Urbano
HFCS,Urban_Principal_Arterial_-_Other,JMAF = Urbano_Principal_Arterial_-_Otro
hgv,delivery,entrega
hgv,designated,vhg = designado/a
hgv,destination,vhg = destino
hgv,discouraged,vhg = desanimado
hgv,local,hgv=local
hgv,no,vhg = non
hgv:national_network,no,hgv:rede_nacional=non
hgv:national_network,terminal_access,hgv:red_nacional = acceso_terminal
highspeed,no,alta velocidade = non
highway,abandoned,autoestrada = abandonada
highway,access,autoestrada = acceso
highway,bazaar,autoestrada = bazar
highway,bridleway,camiño = camiño de herradura
highway,bus_guideway,autoestrada = vía_guía_de_autobús
highway,bus_stop,estrada = parada de autobús
highway,busway,autoestrada = carril bus
highway,cattle_grid,autoestrada = reixa de retención
highway,construction,estrada = construción
highway,conveyor,autoestrada = transportador
highway,corridor,estrada = corredor
highway,crossing,estrada = intersección
highway,cycleway,"Un carril bici é unha estrada ou camiño designado especificamente para o tráfico de bicicletas, separado dos carrís de vehículos a motor | estrada = carril bici"
highway,cycleway_link,autoestrada = enlace de carril bici
highway,disused,autoestrada = obsoleta
highway,elevator,estrada = ascensor
highway,emergency_access_point,estrada = punto_de_acceso_de_emerxencia
highway,emergency_bay,autoestrada = baía_de_emerxencias
highway,escape,autoestrada = Escapada
highway,footway,"Un camiño peonil é unha estrada ou pasarela designada exclusivamente para uso peonil, onde non se permiten vehículos | estrada = camiño"
highway,ford,autoestrada = vado
highway,gate,autoestrada = porta
highway,give_way,estrada = Cede o paso
highway,green_lane,autoestrada = carril verde
highway,lane,autoestrada = carril
highway,living_street,estrada = vivir na rúa
highway,milestone,estrada = fito
highway,mini_roundabout,estrada = mini_rotonda
highway,minor,autoestrada = máis pequena
highway,motorway,estrada = autoestrada
highway,motorway_junction,estrada = intersección de autoestradas
highway,motorway_link,estrada = ligazón_autoestrada
highway,moving_walkway,autoestrada = pasarela móbil
highway,no,autoestrada = non
highway,ohm:military:Trench,autoestrada = ohm:militar:trincheira
highway,ohm:ww1:militaryTrench,autoestrada = ohm:ww1:trincheiramilitar
highway,passing_place,estrada = lugar de paso
highway,path,"Un camiño é un sendeiro ou camiño xenérico para peóns, que se atopa a miúdo en parques, bosques ou zonas rurais | estrada = camiño"
highway,Path/Examples,autoestrada = Ruta/Exemplos
highway,pedestrian,estrada = peón
highway,piste,autoestrada = pista de aterraxe
highway,planned,autoestrada = planificada
highway,platform,estrada = plataforma
highway,primary,"Unha estrada principal é unha autoestrada principal que conecta destinos importantes, formando a rede viaria principal | estrada = principal"
highway,primary_link,estrada = ligazón_principal
highway,priority,autoestrada = prioridade
highway,proposed,estrada = proposta
highway,raceway,estrada = pista de atletismo
highway,razed,autoestrada = devastada
highway,residential,"Unha estrada residencial é unha rúa ou autoestrada situada dentro dunha zona residencial, deseñada para o tráfico local | estrada = Residencial"
highway,residential_link,autoestrada = enlace residencial
highway,rest_area,estrada = área de descanso
highway,road,estrada = a estrada
highway,secondary,"Unha estrada secundaria conecta vilas, aldeas e destinos rexionais máis pequenos, o que facilita o transporte local | estrada = secundaria"
highway,secondary_link,estrada = ligazón_secundaria
highway,service,"Unha estrada de servizo proporciona acceso a edificios, instalacións e propiedades, a miúdo para entrega ou mantemento | estrada = servir"
highway,services,estrada = servizos
highway,skyway,autoestrada = ruta aérea
highway,speed_camera,Estrada = Time-lapse
highway,speed_display,autoestrada = pantalla_de_velocidade
highway,steps,estrada = escaleiras
highway,stop,estrada = parada
highway,street,autoestrada = rúa
highway,street_lamp,estrada = farola
highway,tertiary,"Unha estrada terciaria serve destinos e comunidades locais, proporcionando acceso a zonas residenciais e comerciais | estrada = terciaria"
highway,tertiary_link,estrada = ligazón_terciaria
highway,toll_booth,autoestrada = peaxe
highway,toll_gantry,autoestrada = peaxe
highway,tourist_bus_stop,autoestrada = parada de autobús turístico
highway,track,"Unha pista é unha estrada ou camiño, a miúdo sen pavimentar, utilizado para o acceso de vehículos ou peóns en zonas rurais ou fóra de estrada | estrada = pista"
highway,traffic_calming,autoestrada = acougamento do tráfico
highway,traffic_mirror,estrada = tráfico_espello
highway,traffic_signals,estrada = sinais de tráfico
highway,trail,autoestrada = camiño
highway,trailhead,autoestrada = inicio de sendeiro
highway,trunk,estrada = tronco
highway,trunk_link,estrada = ligazón_truncal
highway,turning_circle,estrada = radio de xiro
highway,turning_loop,estrada = circuíto
highway,unclassified,Unha estrada sen clasificar é unha estrada secundaria que non recibiu unha clasificación funcional específica | estrada = sen clasificar
highway,unsurfaced,autoestrada = sen superficie
highway,via_ferrata,autoestrada = vía ferrata
highway,yield,autoestrada = producir
highway:category:pl,1,estrada:categoría:pl = *
highway:category:pl,2,estrada:categoría:pl = *
highway:category:pl,3,estrada:categoría:pl = *
highway:class:pl,GP,estrada:clase:pl = *
highway:class:pl,S,estrada:clase:pl = *
historic,*,histórico = *
historic,abandoned,histórico = abandonado
historic,aircraft,histórico = aeronave
historic,anchor,histórico = áncora
historic,aqueduct,histórico = acueduto
historic,archaeological_site,histórico = sitio arqueolóxico
historic,artifact,histórico = artefacto
historic,battlefield,histórico = campo de batalla
historic,bomb_crater,histórico = cráter_da_bomba
historic,boundary_stone,histórico = límite_de_pedras
historic,bridge,histórico = ponte
historic,building,edificio histórico = edificio
historic,bunker,histórico = búnker
historic,cannon,histórico = canón
historic,castle,histórico = castelo
historic,castle_wall,histórico = a muralla do castelo
historic,cemetery,histórico = cemiterio
historic,charcoal_pile,histórico = pila_de_carbón
historic,church,histórica = igrexa
historic,city_gate,histórica = porta da cidade
historic,city_wall,histórico = Muro
historic,citywalls,históricas = murallas da cidade
historic,creamery,histórico = lácteo
historic,district,histórico = distrito
historic,epigraph,histórico = epígrafe
historic,event,histórico = evento
historic,farm,histórico = granxa
historic,flood_mark,histórico = marca de inundación
historic,folly,histórico = loucura
historic,fort,histórico = forte
historic,gallows,histórico = forca
historic,heritage,histórico = patrimonio
historic,highwater_mark,histórico = marca de auga alta
historic,hollow_way,histórico = ruta_oca
historic,house,histórica = casa
historic,industrial,histórico = industrial
historic,locomotive,histórico = locomotora
historic,manor,histórico = señorío
historic,maritime,histórico = marítimo
historic,memorial,histórico = monumento
historic,meteor_crater,histórico = cráter de meteorito
historic,milestone,histórico = fito
historic,mine,histórico = mina
historic,mine_shaft,histórico = pozo de mina
historic,monastery,histórico = mosteiro
historic,monument,histórico = Monumento
historic,no,histórico = non
historic,ogham_stone,histórica = pedra de Ogham
historic,optical_telegraph,histórico = telégrafo óptico
historic,pa,histórico = Pensilvania
historic,paleontological_site,histórico = sitio paleontolóxico
historic,pillory,histórico = picota
historic,quarry,histórico = canteira
historic,railway,histórico = ferrocarril
historic,railway_car,histórico = vagón de ferrocarril
historic,rampart,histórico = muro
historic,road,histórico = a estrada
historic,roman_road,histórica = calzada romana
historic,ruins,histórico = restos
historic,rune_stone,histórico = pedra rúnica
historic,shieling,histórico = armadura
historic,ship,histórico = Buque
historic,stone,histórico = pedra
historic,tank,histórico = tanque
historic,technical_monument,monumento_histórico = monumento_técnico
historic,threshing_floor,histórico = trilla
historic,tomb,histórico = tumba
historic,tower,histórica = torre
historic,tree_shrine,histórico = santuario de árbores
historic,vehicle,histórico = vehículo
historic,venta,histórico = venda
historic,wall,histórico = muro
historic,wayside_chapel,histórico = capela_do_camiño
historic,wayside_cross,histórico = cruz_de_beira_do_camiño
historic,wayside_shrine,histórico = santuario_do_camiño
historic,wreck,histórico = naufraxio
historic:civilization,imperial_chinese,histórico:civilización = imperial_chinesa
historic:civilization,neolithic,histórico: civilización = Neolítico
historic:civilization,prehistoric,histórico: civilización = prehistórico
historic:period,heian,histórico: período = Heian
historic:railway,station,histórico: ferrocarril = estación
holding_position,ILS,Posición de espera = ILS
holding_position,intermediate,posición de espera = intermedia
holding_position,runway,Posición de espera = pista
holding_position:type,ILS,Posición de espera:tipo = ILS
holding_position:type,intermediate,posición de espera:tipo = intermedia
holding_position:type,runway,Posición de espera: tipo = pista
hoops,1,aros=1
hoops,2,aros = *
horreo,panera,"O hórreo é un almacén elevado de gran tamaño, típico de Asturias e Galicia."
horse,designated,cabalo = designado
horse,dismount,cabalo = desmontar
horse,no,cabalo = non
horse,permissive,cabalo = permisivo
horse,private,cabalo = privado
horse,unknown,casa=descoñecida
house,bungalow,casa = chalé
house,detached,casa = separada
house,link-detached,casa = ligazón separada
house,maisonette,casa = casiña
house,residential,cabalo=residencial
house,semi-detached,casa = pareada
house,terrace,casa = terraza
house,terraced,casa = pareada
HU:ed_direction,forward,HU: ed_the direction=cara adiante
hunting,raised_hide,caza = pel criada
IBGE:CD_ADMINIS,estadual,IBGE:CD_ADMINIS = estado
IBGE:CD_ADMINIS,federal,IBGE:CD_ADMINIS = federal
ice_skates,kluning,patíns de xeo = kluning
import,budovy201004,importar = budovy201004
import,budovy201004drev,importar = budovy201004drev
import,freemapkapor,importar = mapalibre
import,grabremote,importar = coller o control remoto
import_ref,kapor_names,importar_ref = nomes_de_capor
import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,importar_uuid = bb7269ee-502a-5391-8056-e3ce0e66489c
importance,national,importancia = nacional
importance,regional,importancia = rexional
incline,"0,00%",pendente = *
incline,0%,pendente=0%
incline,"10,00%",pendente = *
incline,10%,pendente=10%
incline,down,pendente = abaixo
incline,up,pendente = cara arriba
incline,up/down,pendente = arriba abaixo
indoor,area,interior = área
indoor,column,interior = columna
indoor,corridor,interior = corredor
indoor,door,interior = porta
indoor,level,interior = nivel
indoor,no,interior = non
