key,value,définition
industrial,food_processing,industriel=transformation_alimentaire
industrial,furniture,mobilier industriel
industrial,gas,industriel = gaz
industrial,grinding_mill,industriel=broyeur
industrial,heating_station,centrale de chauffage industrielle
industrial,ice_factory,industriel=usine_de_glace
industrial,integrated_circuit,industriel=circuit_intégré
industrial,logistics,logistique industrielle
industrial,machine_shop,industriel=atelier_de_machines
industrial,metal_processing,industriel=traitement_des_métaux
industrial,mine,industriel = mine
industrial,mobile_equipment,équipement mobile industriel
industrial,oil,industriel = pétrole
industrial,oil_mill,industriel=moulin à pétrole
industrial,port,industriel=port
industrial,quarry,industriel = carrière
industrial,recycling,recyclage industriel
industrial,refinery,industriel=raffinerie
industrial,rice_mill,industriel=rizière
industrial,salt_pond,industriel=étang salé
industrial,sawmill,scierie industrielle
industrial,scrap_yard,chantier de ferraille industriel
industrial,shipyard,chantier naval industriel
industrial,slaughterhouse,industriel = abattoir
industrial,steelmaking,industriel = sidérurgie
industrial,warehouse,industriel = entrepôt
industrial,well_cluster,industriel=puits_cluster
industrial,wellsite,site industriel
industrial,winery,industriel=vinicole
informal,no,informel = non
information,audioguide,information=guide audio
information,board,information=board
information,finger_post,information=finger_post
information,finger-post,information=poste de doigt
information,fingerpost,information=poste
information,guidepost,information=guidepost
information,map,information=carte
information,office,information=bureau
information,route_marker,information=marqueur_d'itinéraire
information,sign,information=sign
information,stele,information=stèle
information,tactile_map,information=carte_tactile
information,tactile_model,information=modèle_tactile
information,terminal,information=terminal
information,trail_blaze,information=trail_blaze
information,visitor_centre,information=centre_visiteurs
inlet,bell_mouth,entrée=bouche_en_cloche
inlet,direct,entrée=directe
inlet,grate,entrée=grille
inlet,kerb_grate,entrée=grille de trottoir
inlet,kerb_opening,entrée=ouverture_de_bordure
inlet,screen,entrée=écran
inlet,valve,entrée=vanne
insurance,health,assurance = santé
int_ref,AH1,int_ref=AH1
int_ref,AH2,int_ref=AH2
int_ref,E 22,int_ref=E 22
int_ref,E 30,int_ref=E 30
int_ref,E 40,int_ref=E 40
int_ref,E 45,int_ref=E 45
int_ref,E 70,int_ref=E 70
int_ref,E 75,int_ref=E 75
int_ref,E␣22,int_ref=E ␣ 22
int_ref,E␣40,int_ref=E ␣ 40
int_ref,E␣45,int_ref=E ␣ 45
int_ref,E␣75,int_ref=E ␣ 75
intermittent,no,intermittent = non
internet_access,no,accès_internet=non
internet_access,terminal,accès_internet=terminal
internet_access,wired,accès_internet=filaire
internet_access,wlan,accès_internet=wlan
internet_access:fee,customers,accès_internet:frais=clients
internet_access:fee,no,accès_internet:frais=non
irrigated,no,irrigué = non
irrigation,pivot,irrigation=pivot
is_in,*,est_dans=*
is_in,"Iraq , جمهورية العراق","is_in=Iraq , جمهورية L'Arabe"
is_in,"Québec,Canada","est_au=Québec, Canada"
is_in,"Santa Rosa de Cabal, Risaralda, Colombia","is_in=Santa Rosa de Cabal, Risaralda, Colombie"
is_in:city,Santa Rosa de Cabal,is_in:city=Santa Rosa de Cabal
is_in:country,Ethiopia,is_in:country=Éthiopie
is_in:country,Indonesia,is_in:country=Indonésie
is_in:country,Iran,is_in:country=Iran
is_in:country,Nigeria,est_dans:pays=Nigeria
is_in:country,România,is_in:country=Roumanie
is_in:country_code,*,est_dans:code_pays=*
is_in:country_code,ET,is_in:country_code=ET
is_in:country_code,ID,is_in:code_pays=ID
isced:level,0,isced:niveau=0
isced:level,1,isced:niveau=1
isced:level,2,isced:niveau=2
isced:level,3,isced:niveau=3
isced:level,4,isced:niveau=4
isced:level,5,isced:niveau=5
isced:level,6,isced:niveau=6
isced:level,0-1,isced:niveau=0-1
isced:level,0;1,isced:niveau=0;1
isced:level,1;2,isced:niveau=1;2
it:fvg:ctrn:code,4AAF,il:fvg:ctrn:code=4AAF
it:fvg:ctrn:code,4ABA,il:fvg:ctrn:code=4ABA
it:fvg:ctrn:code,4AED,il:fvg:ctrn:code=4AED
it:fvg:ctrn:code,4AIN,il:fvg:ctrn:code=4AIN
it:fvg:ctrn:revision,0,il:fvg:ctrn:révision=0
it:fvg:ctrn:revision,1A0,il:fvg:ctrn:révision=1A0
it:fvg:ctrn:revision,1AM,il:fvg:ctrn:révision=1AM
it:fvg:ctrn:revision,1AN,il:fvg:ctrn:révision=1AN
it:pv:pavia:EDIFC_USO,201,il:pv:pavia:EDIFC_USO=201
it:pv:pavia:UN_VOL_POR,301,il:pv:pavia:UN_VOL_POR=301
junction,approach,jonction=approche
junction,circular,jonction=circulaire
junction,crossing,jonction = passage piéton
junction,filter,jonction=filtre
junction,intersection,jonction = intersection
junction,jughandle,jonction = poignée de cruche
junction,roundabout,carrefour = rond-point
junction,separate,jonction=séparée
junction,spui,jonction=spui
junction,uncontrolled,jonction = non contrôlée
junction,y_junction,jonction=jonction_y
kerb,flush,bordure=affleurant
kerb,lowered,bordure=abaissée
kerb,no,bordure=non
kerb,raised,bordure = surélevée
kerb,rolled,bordure=roulée
key,site,clé=site
KSJ2:curve_id,c00001,KSJ2:curve_id=c00001
KSJ2:curve_type,exterior,KSJ2:curve_type=externe
KSJ2:DFC,1,KSJ2:DFC=1
KSJ2:DFC_label,森林地域,KSJ2:DFC_label=森林地域
KSJ2:filename,A13-06_01.xml,KSJ2:nom_de_fichier=A13-06_01.xml
KSJ2:filename,N03-090320_02_new.xml,KSJ2:nom_de_fichier=N03-090320_02_new.xml
KSJ2:filename,N03-090320_16_new.xml,KSJ2:nom_de_fichier=N03-090320_16_new.xml
KSJ2:ODC,数値地図25000空間データ基盤,KSJ2:ODC=prix de 25 000 dollars par jour
KSJ2:ODC,数値地図25000空間データ基盤;管内図（縮尺＜＝50000）,KSJ2:ODC=数値地図25000空間データ基盤;管内図（縮尺＜＝50000）
KSJ2:ODC,管内図（縮尺＜＝50000）,KSJ2:ODC=管内図（縮尺＜＝50000）
KSJ2:PRC,1,KSJ2:PRC=1
KSJ2:PRC_label,北海道,KSJ2:PRC_label=北海道
KSJ2:PubFacAdmin,市区町村,KSJ2:PubFacAdmin=市区町村
KSJ2:PubFacAdmin,民間,KSJ2:PubFacAdmin=民間
lamp_flames,1,flammes_de_lampe=1
lamp_flames,4,flammes_de_lampe=4
lamp_mount,angled_mast,support_lampe=mât_incliné
lamp_mount,bent_mast,support_lampe=mât_plié
lamp_mount,bent␣mast,support_lampe= mât courbé
lamp_mount,cast␣steel␣mast,support_lampe=acier moulé ␣ mât ␣
lamp_mount,high_mast,support_lampe=mât_haut
lamp_mount,mast,support_lampe=mât
lamp_mount,pole,support_lampe=poteau
lamp_mount,straight_mast,support_lampe=mât_droit
lamp_mount,suspended,support_lampe=suspendu
lamp_mount,wall,support_lampe=mur
lamp_operator,Hansestadt Rostock,lamp_operator=Hansestadt Rostock
lamp_operator,Hansestadt␣Rostock,lamp_operator=Hansestadt ␣ Rostock
lamp_operator,Stadtwerke Düsseldorf,lamp_operator=Usiers municipaux de Düsseldorf
lamp_operator,Stadtwerke␣Düsseldorf,lamp_operator=Useries municipales ␣ Düsseldorf
lamp_type,electric,type_de_lampe=électrique
lamp_type,electrical,type_lampe=électrique
lamp_type,floodlight,type_lampe=projecteur
lamp_type,fluorescent,type_lampe=fluorescent
lamp_type,fluorescent_bulb,type_de_lampe=ampoule_fluorescente
lamp_type,gaslight,type_lampe=lumière_à_gaz
lamp_type,high_pressure_sodium,type_lampe=sodium_haute_pression
lamp_type,LED,type_lampe=LED
lamp_type,led,type_lampe=led
lamp_type,low_pressure_sodium,type_lampe=sodium_basse_pression
lamp_type,mercury,type_lampe=mercure
lamp_type,metal-halide,type_lampe=halogénure métallique
lamp_type,metal-halogenide,type_lampe=métal-halogénure
lamp_type,sodium,type_lampe=sodium
lamp_type,sodium_vapor,type_lampe=vapeur_sodium
lamp_type,solar_lamp,type_lampe=lampe_solaire
lamp_type,SON,type_lampe=SON
lamp_type,SOX,type_lampe=SOX
lamp:count,1,lampe:count=1
lamp:shape,directed,lampe:forme=orientée
lamp:tilt,-90,lampe:inclinaison=-90
land_area,administrative,zone_administrative
land_property,private,propriété_terre=privée
land_property,public,propriété_terre=public
landcover,bare_ground,couverture terrestre = sol nu
landcover,dunes,couverture terrestre = dunes
landcover,flowers,couverture terrestre = fleurs
landcover,grass,couverture terrestre = herbe
landcover,gravel,couverture terrestre = gravier
landcover,greenery,couverture terrestre = verdure
landcover,hedge,couverture terrestre = haie
landcover,mostly_rock,Couverture terrestre = principalement rocheuse
landcover,sand,Couverture terrestre = sable
landcover,scrub,couverture terrestre = broussailles
landcover,shrub,couverture terrestre = arbuste
landcover,shrubland,couverture terrestre = arbustes
landcover,shrubs,couverture terrestre = arbustes
landcover,tees,couverture terrestre=tees
landcover,trees,couverture terrestre = arbres
landcover,water,couverture terrestre = eau
landform,dune,relief=dune
landform,dune_system,forme de relief=système_dunaire
landform,esker,relief=esker
landform,tundra_polygon,relief=polygone_toundra
landmark,beacon,point de repère = balise
landmark,cairn,point de repère = cairn
landmark,cemetery,point de repère = cimetière
landmark,chimney,point de repère = cheminée
landmark,cross,point de repère = croix
landmark,dish_aerial,point de repère=dish_aerial
landmark,dome,monument=dôme
landmark,flagpole,point de repère = mât de drapeau
landmark,flare_stack,point de repère = pile de fusées
landmark,large_rock,point de repère = gros rocher
landmark,mast,point de repère = mât
landmark,memorial_plaque,point de repère=plaque commémorative
landmark,obelisk,point de repère = obélisque
landmark,pillar,point de repère = pilier
landmark,radar_scanner,point de repère = scanner radar
landmark,rock_pinnacle,point de repère = pinacle rocheux
landmark,spire,point de repère = flèche
landmark,statue,monument=statue
landmark,tower,point de repère = tour
landmark,windmill,point de repère = moulin à vent
landmark,windmotor,point de repère = éolienne
landmark,windsock,point de repère = manche à air
LandPro08:reviewed,no,LandPro08 : évalué = non
landuse,agriculture,utilisation des terres = agriculture
landuse,allotments,utilisation des terres=jardins
landuse,animal_keeping,utilisation des terres = élevage d'animaux
landuse,apiary,utilisation des terres=apiculture
landuse,aquaculture,utilisation des terres = aquaculture
landuse,basin,utilisation des terres=bassin
landuse,breeding,utilisation des terres = reproduction
landuse,brownfield,occupation du sol=friche industrielle
landuse,building_site,utilisation_du_terrain=site_de_construction
landuse,canal,utilisation des terres=canal
landuse,cemetery,utilisation des terres=cimetière
landuse,churchyard,usage du sol=cimetière
landuse,civic_admin,usage des terres=civic_admin
landuse,clearing,utilisation des terres = défrichement
landuse,commercial,utilisation des terres = commerciale
landuse,conservation,utilisation des terres = conservation
landuse,construction,utilisation des terres = construction
landuse,depot,utilisation du sol=dépôt
landuse,education,utilisation des terres = éducation
landuse,farm,utilisation des terres=ferme
landuse,farmland,utilisation des terres = terres agricoles
landuse,farmyard,utilisation des terres=ferme
landuse,field,utilisation des terres=champ
landuse,fish_pond,utilisation du sol=étang à poissons
landuse,fishfarm,utilisation des terres=pisciculture
landuse,flowerbed,utilisation du sol=parterre de fleurs
landuse,forest,utilisation des terres = forêt
landuse,forestry,utilisation des terres = foresterie
landuse,garages,utilisation des sols=garages
landuse,governmental,utilisation des terres = gouvernement
landuse,grass,utilisation des sols = herbe
landuse,grave_yard,usage du sol=cimetière
landuse,greenery,utilisation des terres = verdure
landuse,greenfield,utilisation des terres = champ vert
landuse,greenhouse_horticulture,landuse=serre_horticulture
landuse,harbour,utilisation des terres=port
landuse,healthcare,utilisation des terres = soins de santé
landuse,highway,utilisation des terres=autoroute
landuse,hop_garden,utilisation_du_terrain=houblonnière
landuse,house,usage du sol=maison
landuse,industrial,utilisation des terres=industrielle
landuse,institutional,utilisation des terres = institutionnelle
landuse,landfill,utilisation des sols = décharge
landuse,livestock,utilisation des terres = élevage
landuse,logging,utilisation des terres = exploitation forestière
landuse,meadow,utilisation des terres=prairie
landuse,meadow_orchard,utilisation du sol=prairie_verger
landuse,military,utilisation des terres=militaire
landuse,mine,utilisation des terres = mine
landuse,observatory,utilisation des terres=observatoire
landuse,orchard,utilisation des terres=verger
landuse,pasture,utilisation des terres = pâturage
landuse,peat_cutting,utilisation des terres=coupe de tourbe
landuse,piste,utilisation des terres=piste
landuse,plant_nursery,utilisation des terres=pépinière
landuse,plantation,utilisation des terres = plantation
landuse,plot,utilisation des terres=parcelle
landuse,pond,utilisation des terres=étang
landuse,port,utilisation du sol=port
landuse,prison,utilisation des terres=prison
landuse,public_works,utilisation_du_terrain=travaux_publics
landuse,quarry,utilisation des terres = carrière
landuse,radio,utilisation des terres=radio
landuse,railway,utilisation des terres=chemin de fer
landuse,recreation_ground,utilisation du sol=terrain de loisirs
landuse,religious,utilisation des terres = religieuse
